season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
0.0,0.0,0.0,0.6956521739130435,0.0,0.0,0.0,0.6666666666666667,0.326530612244898,0.3333,0.71,0.19301751498765723,76
0.0,0.0,0.0,0.7391304347826086,0.0,0.0,0.0,0.0,0.326530612244898,0.3333,0.57,0.22804749030210417,65
0.0,0.0,0.0,0.7826086956521738,0.0,0.0,0.0,0.3333333333333333,0.3469387755102041,0.3333,0.46,0.38603502997531447,53
0.0,0.0,0.0,0.8260869565217391,0.0,0.0,0.0,0.0,0.30612244897959184,0.2879,0.42,0.5263900317385682,30
0.0,0.0,0.0,0.8695652173913043,0.0,0.0,0.0,0.0,0.2857142857142857,0.2727,0.39,0.42106500528976143,22
0.0,0.0,0.0,0.9130434782608695,0.0,0.0,0.0,0.0,0.2448979591836735,0.2273,0.44,0.38603502997531447,31
0.0,0.0,0.0,0.9565217391304348,0.0,0.0,0.0,0.0,0.22448979591836735,0.2121,0.44,0.3508875044081345,9
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20408163265306123,0.2273,0.47,0.19301751498765723,8
0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.20408163265306123,0.197,0.44,0.42106500528976143,5
0.0,0.0,0.0,0.043478260869565216,0.0,0.16666666666666666,1.0,0.0,0.1836734693877551,0.1667,0.44,0.49124250617138826,2
0.0,0.0,0.0,0.17391304347826086,0.0,0.16666666666666666,1.0,0.0,0.14285714285714288,0.1364,0.47,0.45621253085694136,1
0.0,0.0,0.0,0.21739130434782608,0.0,0.16666666666666666,1.0,0.0,0.14285714285714288,0.1364,0.47,0.33337251675091106,3
0.0,0.0,0.0,0.2608695652173913,0.0,0.16666666666666666,1.0,0.0,0.12244897959183676,0.1061,0.5,0.45621253085694136,30
0.0,0.0,0.0,0.30434782608695654,0.0,0.16666666666666666,1.0,0.0,0.12244897959183676,0.1364,0.5,0.22804749030210417,64
0.0,0.0,0.0,0.34782608695652173,0.0,0.16666666666666666,1.0,0.0,0.12244897959183676,0.1212,0.5,0.33337251675091106,154
0.0,0.0,0.0,0.3913043478260869,0.0,0.16666666666666666,1.0,0.0,0.14285714285714288,0.1364,0.43,0.45621253085694136,88
0.0,0.0,0.0,0.43478260869565216,0.0,0.16666666666666666,1.0,0.0,0.163265306122449,0.1667,0.43,0.298224991183731,44
0.0,0.0,0.0,0.4782608695652174,0.0,0.16666666666666666,1.0,0.0,0.1836734693877551,0.1818,0.4,0.38603502997531447,51
0.0,0.0,0.0,0.5217391304347826,0.0,0.16666666666666666,1.0,0.0,0.20408163265306123,0.2121,0.35,0.3508875044081345,61
0.0,0.0,0.0,0.5652173913043478,0.0,0.16666666666666666,1.0,0.0,0.22448979591836735,0.2121,0.35,0.33337251675091106,61
0.0,0.0,0.0,0.6086956521739131,0.0,0.16666666666666666,1.0,0.0,0.2448979591836735,0.2424,0.3,0.33337251675091106,77
0.0,0.0,0.0,0.6521739130434783,0.0,0.16666666666666666,1.0,0.0,0.2448979591836735,0.2424,0.3,0.298224991183731,72
0.0,0.0,0.0,0.6956521739130435,0.0,0.16666666666666666,1.0,0.0,0.2448979591836735,0.2424,0.3,0.298224991183731,76
0.0,0.0,0.0,0.7391304347826086,0.0,0.16666666666666666,1.0,0.0,0.22448979591836735,0.2273,0.3,0.2631950158692841,157
0.0,0.0,0.0,0.7826086956521738,0.0,0.16666666666666666,1.0,0.0,0.22448979591836735,0.2576,0.32,0.12284001410603033,157
0.0,0.0,0.0,0.8260869565217391,0.0,0.16666666666666666,1.0,0.0,0.1836734693877551,0.2576,0.47,0.0,110
0.0,0.0,0.0,0.8695652173913043,0.0,0.16666666666666666,1.0,0.0,0.1836734693877551,0.2273,0.47,0.12284001410603033,52
0.0,0.0,0.0,0.9130434782608695,0.0,0.16666666666666666,1.0,0.0,0.163265306122449,0.197,0.64,0.15786998942047725,52
0.0,0.0,0.0,0.9565217391304348,0.0,0.16666666666666666,1.0,0.0,0.12244897959183676,0.1515,0.69,0.15786998942047725,20
0.0,0.0,0.0,1.0,0.0,0.16666666666666666,1.0,0.0,0.163265306122449,0.2121,0.55,0.12284001410603033,12
0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.14285714285714288,0.1818,0.55,0.12284001410603033,5
0.0,0.0,0.0,0.043478260869565216,0.0,0.3333333333333333,1.0,0.0,0.14285714285714288,0.1818,0.59,0.12284001410603033,2
0.0,0.0,0.0,0.08695652173913043,0.0,0.3333333333333333,1.0,0.0,0.12244897959183676,0.1515,0.63,0.15786998942047725,1
0.0,0.0,0.0,0.17391304347826086,0.0,0.3333333333333333,1.0,0.0,0.12244897959183676,0.1818,0.63,0.10532502644880687,2
0.0,0.0,0.0,0.21739130434782608,0.0,0.3333333333333333,1.0,0.0,0.10204081632653061,0.1515,0.68,0.12284001410603033,4
0.0,0.0,0.0,0.2608695652173913,0.0,0.3333333333333333,1.0,0.0,0.10204081632653061,0.1515,0.74,0.12284001410603033,36
0.0,0.0,0.0,0.30434782608695654,0.0,0.3333333333333333,1.0,0.0,0.10204081632653061,0.1515,0.74,0.15786998942047725,94
0.0,0.0,0.0,0.34782608695652173,0.0,0.3333333333333333,1.0,0.0,0.12244897959183676,0.1515,0.69,0.19301751498765723,179
0.0,0.0,0.0,0.3913043478260869,0.0,0.3333333333333333,1.0,0.0,0.14285714285714288,0.1515,0.64,0.2631950158692841,100
0.0,0.0,0.0,0.43478260869565216,0.0,0.3333333333333333,1.0,0.3333333333333333,0.14285714285714288,0.1364,0.69,0.38603502997531447,42
0.0,0.0,0.0,0.4782608695652174,0.0,0.3333333333333333,1.0,0.0,0.20408163265306123,0.2121,0.51,0.3508875044081345,57
0.0,0.0,0.0,0.5217391304347826,0.0,0.3333333333333333,1.0,0.0,0.20408163265306123,0.2273,0.51,0.19301751498765723,78
0.0,0.0,0.0,0.5652173913043478,0.0,0.3333333333333333,1.0,0.0,0.22448979591836735,0.2273,0.56,0.22804749030210417,97
0.0,0.0,0.0,0.6086956521739131,0.0,0.3333333333333333,1.0,0.0,0.2448979591836735,0.2576,0.52,0.2631950158692841,63
0.0,0.0,0.0,0.6521739130434783,0.0,0.3333333333333333,1.0,0.0,0.2653061224489796,0.2727,0.52,0.298224991183731,65
0.0,0.0,0.0,0.6956521739130435,0.0,0.3333333333333333,1.0,0.0,0.2857142857142857,0.2879,0.49,0.298224991183731,83
0.0,0.0,0.0,0.7391304347826086,0.0,0.3333333333333333,1.0,0.0,0.2653061224489796,0.2727,0.48,0.2631950158692841,212
0.0,0.0,0.0,0.7826086956521738,0.0,0.3333333333333333,1.0,0.0,0.2448979591836735,0.2576,0.48,0.22804749030210417,182
0.0,0.0,0.0,0.8260869565217391,0.0,0.3333333333333333,1.0,0.0,0.22448979591836735,0.2576,0.48,0.12284001410603033,112
0.0,0.0,0.0,0.8695652173913043,0.0,0.3333333333333333,1.0,0.0,0.22448979591836735,0.2576,0.48,0.12284001410603033,54
0.0,0.0,0.0,0.9130434782608695,0.0,0.3333333333333333,1.0,0.0,0.20408163265306123,0.2727,0.64,0.0,48
0.0,0.0,0.0,0.9565217391304348,0.0,0.3333333333333333,1.0,0.0,0.20408163265306123,0.2576,0.64,0.10532502644880687,35
0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.1836734693877551,0.2273,0.69,0.10532502644880687,11
0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.1836734693877551,0.2576,0.64,0.0,6
0.0,0.0,0.0,0.043478260869565216,0.0,0.5,1.0,0.0,0.14285714285714288,0.197,0.74,0.10532502644880687,6
0.0,0.0,0.0,0.08695652173913043,0.0,0.5,1.0,0.0,0.14285714285714288,0.197,0.74,0.10532502644880687,2
0.0,0.0,0.0,0.17391304347826086,0.0,0.5,1.0,0.0,0.22448979591836735,0.2273,0.48,0.2631950158692841,2
0.0,0.0,0.0,0.21739130434782608,0.0,0.5,1.0,0.0,0.20408163265306123,0.2273,0.47,0.19301751498765723,3
0.0,0.0,0.0,0.2608695652173913,0.0,0.5,1.0,0.0,0.1836734693877551,0.197,0.47,0.2631950158692841,33
0.0,0.0,0.0,0.30434782608695654,0.0,0.5,1.0,0.0,0.163265306122449,0.1818,0.43,0.22804749030210417,88
0.0,0.0,0.0,0.34782608695652173,0.0,0.5,1.0,0.0,0.1836734693877551,0.1818,0.4,0.3508875044081345,195
0.0,0.0,0.0,0.3913043478260869,0.0,0.5,1.0,0.0,0.20408163265306123,0.197,0.37,0.38603502997531447,115
0.0,0.0,0.0,0.43478260869565216,0.0,0.5,1.0,0.0,0.20408163265306123,0.197,0.37,0.38603502997531447,57
0.0,0.0,0.0,0.4782608695652174,0.0,0.5,1.0,0.0,0.2448979591836735,0.2273,0.33,0.38603502997531447,46
0.0,0.0,0.0,0.5217391304347826,0.0,0.5,1.0,0.0,0.2448979591836735,0.2273,0.33,0.38603502997531447,79
0.0,0.0,0.0,0.5652173913043478,0.0,0.5,1.0,0.0,0.2653061224489796,0.2576,0.3,0.3508875044081345,71
0.0,0.0,0.0,0.6086956521739131,0.0,0.5,1.0,0.0,0.2857142857142857,0.2879,0.28,0.22804749030210417,62
0.0,0.0,0.0,0.6521739130434783,0.0,0.5,1.0,0.0,0.2857142857142857,0.2879,0.28,0.22804749030210417,62
0.0,0.0,0.0,0.6956521739130435,0.0,0.5,1.0,0.0,0.2857142857142857,0.3182,0.28,0.10532502644880687,89
0.0,0.0,0.0,0.7391304347826086,0.0,0.5,1.0,0.0,0.22448979591836735,0.2273,0.38,0.22804749030210417,190
0.0,0.0,0.0,0.7826086956521738,0.0,0.5,1.0,0.0,0.22448979591836735,0.2424,0.38,0.15786998942047725,169
0.0,0.0,0.0,0.8260869565217391,0.0,0.5,1.0,0.0,0.22448979591836735,0.2576,0.38,0.12284001410603033,132
0.0,0.0,0.0,0.8695652173913043,0.0,0.5,1.0,0.0,0.20408163265306123,0.2273,0.47,0.19301751498765723,89
0.0,0.0,0.0,0.9130434782608695,0.0,0.5,1.0,0.0,0.1836734693877551,0.197,0.51,0.22804749030210417,43
0.0,0.0,0.0,0.9565217391304348,0.0,0.5,1.0,0.0,0.163265306122449,0.197,0.55,0.15786998942047725,42
0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.1836734693877551,0.2576,0.47,0.0,19
0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.163265306122449,0.2424,0.55,0.0,11
0.0,0.0,0.0,0.043478260869565216,0.0,0.6666666666666666,1.0,0.0,0.14285714285714288,0.2273,0.64,0.0,4
0.0,0.0,0.0,0.08695652173913043,0.0,0.6666666666666666,1.0,0.0,0.14285714285714288,0.2273,0.64,0.0,2
0.0,0.0,0.0,0.17391304347826086,0.0,0.6666666666666666,1.0,0.3333333333333333,0.14285714285714288,0.197,0.64,0.10532502644880687,1
0.0,0.0,0.0,0.21739130434782608,0.0,0.6666666666666666,1.0,0.3333333333333333,0.12244897959183676,0.1818,0.69,0.10532502644880687,4
0.0,0.0,0.0,0.2608695652173913,0.0,0.6666666666666666,1.0,0.3333333333333333,0.12244897959183676,0.1667,0.63,0.12284001410603033,36
0.0,0.0,0.0,0.30434782608695654,0.0,0.6666666666666666,1.0,0.3333333333333333,0.14285714285714288,0.2273,0.59,0.0,95
0.0,0.0,0.0,0.34782608695652173,0.0,0.6666666666666666,1.0,0.0,0.14285714285714288,0.2273,0.59,0.0,219
0.0,0.0,0.0,0.3913043478260869,0.0,0.6666666666666666,1.0,0.3333333333333333,0.163265306122449,0.2424,0.51,0.0,122
0.0,0.0,0.0,0.43478260869565216,0.0,0.6666666666666666,1.0,0.0,0.1836734693877551,0.2576,0.47,0.0,45
0.0,0.0,0.0,0.4782608695652174,0.0,0.6666666666666666,1.0,0.0,0.20408163265306123,0.2576,0.44,0.10532502644880687,59
0.0,0.0,0.0,0.5217391304347826,0.0,0.6666666666666666,1.0,0.0,0.2448979591836735,0.2879,0.35,0.0,84
0.0,0.0,0.0,0.5652173913043478,0.0,0.6666666666666666,1.0,0.0,0.2448979591836735,0.2727,0.35,0.12284001410603033,67
0.0,0.0,0.0,0.6086956521739131,0.0,0.6666666666666666,1.0,0.0,0.2653061224489796,0.2727,0.36,0.19301751498765723,70
0.0,0.0,0.0,0.6521739130434783,0.0,0.6666666666666666,1.0,0.0,0.2653061224489796,0.2727,0.36,0.0,62
0.0,0.0,0.0,0.6956521739130435,0.0,0.6666666666666666,1.0,0.0,0.2448979591836735,0.2576,0.38,0.19301751498765723,86
0.0,0.0,0.0,0.7391304347826086,0.0,0.6666666666666666,1.0,0.0,0.20408163265306123,0.2273,0.51,0.19301751498765723,172
0.0,0.0,0.0,0.7826086956521738,0.0,0.6666666666666666,1.0,0.0,0.20408163265306123,0.2273,0.51,0.15786998942047725,163
0.0,0.0,0.0,0.8260869565217391,0.0,0.6666666666666666,1.0,0.0,0.20408163265306123,0.2576,0.55,0.10532502644880687,112
0.0,0.0,0.0,0.8695652173913043,0.0,0.6666666666666666,1.0,0.0,0.1836734693877551,0.2121,0.51,0.19301751498765723,69
0.0,0.0,0.0,0.9130434782608695,0.0,0.6666666666666666,1.0,0.3333333333333333,0.20408163265306123,0.2121,0.55,0.2631950158692841,48
0.0,0.0,0.0,0.9565217391304348,0.0,0.6666666666666666,1.0,0.3333333333333333,0.20408163265306123,0.2121,0.51,0.33337251675091106,52
0.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.1836734693877551,0.197,0.59,0.22804749030210417,23
0.0,0.0,0.0,0.0,0.0,0.8333333333333333,1.0,0.3333333333333333,0.1836734693877551,0.197,0.64,0.22804749030210417,17
0.0,0.0,0.0,0.043478260869565216,0.0,0.8333333333333333,1.0,0.3333333333333333,0.1836734693877551,0.197,0.69,0.2631950158692841,7
0.0,0.0,0.0,0.08695652173913043,0.0,0.8333333333333333,1.0,0.3333333333333333,0.1836734693877551,0.197,0.69,0.2631950158692841,1
0.0,0.0,0.0,0.17391304347826086,0.0,0.8333333333333333,1.0,0.3333333333333333,0.1836734693877551,0.2121,0.69,0.15786998942047725,1
0.0,0.0,0.0,0.21739130434782608,0.0,0.8333333333333333,1.0,0.6666666666666667,0.20408163265306123,0.2727,0.55,0.0,5
0.0,0.0,0.0,0.2608695652173913,0.0,0.8333333333333333,1.0,0.3333333333333333,0.1836734693877551,0.2576,0.69,0.0,34
0.0,0.0,0.0,0.30434782608695654,0.0,0.8333333333333333,1.0,0.0,0.1836734693877551,0.2121,0.69,0.15786998942047725,84
0.0,0.0,0.0,0.34782608695652173,0.0,0.8333333333333333,1.0,0.0,0.1836734693877551,0.197,0.51,0.298224991183731,210
0.0,0.0,0.0,0.3913043478260869,0.0,0.8333333333333333,1.0,0.0,0.1836734693877551,0.1818,0.47,0.3508875044081345,134
0.0,0.0,0.0,0.43478260869565216,0.0,0.8333333333333333,1.0,0.0,0.20408163265306123,0.197,0.37,0.38603502997531447,63
0.0,0.0,0.0,0.4782608695652174,0.0,0.8333333333333333,1.0,0.3333333333333333,0.1836734693877551,0.197,0.4,0.2631950158692841,67
0.0,0.0,0.0,0.5217391304347826,0.0,0.8333333333333333,1.0,0.3333333333333333,0.1836734693877551,0.197,0.37,0.298224991183731,59
0.0,0.0,0.0,0.5652173913043478,0.0,0.8333333333333333,1.0,0.3333333333333333,0.1836734693877551,0.1818,0.37,0.33337251675091106,73
0.0,0.0,0.0,0.6086956521739131,0.0,0.8333333333333333,1.0,0.3333333333333333,0.1836734693877551,0.197,0.4,0.298224991183731,50
0.0,0.0,0.0,0.6521739130434783,0.0,0.8333333333333333,1.0,0.3333333333333333,0.1836734693877551,0.2121,0.37,0.19301751498765723,72
0.0,0.0,0.0,0.6956521739130435,0.0,0.8333333333333333,1.0,0.3333333333333333,0.1836734693877551,0.2121,0.37,0.19301751498765723,87
0.0,0.0,0.0,0.7391304347826086,0.0,0.8333333333333333,1.0,0.3333333333333333,0.1836734693877551,0.2576,0.37,0.0,187
0.0,0.0,0.0,0.7826086956521738,0.0,0.8333333333333333,1.0,0.0,0.1836734693877551,0.2273,0.4,0.10532502644880687,123
0.0,0.0,0.0,0.8260869565217391,0.0,0.8333333333333333,1.0,0.0,0.14285714285714288,0.197,0.55,0.10532502644880687,95
0.0,0.0,0.0,0.8695652173913043,0.0,0.8333333333333333,1.0,0.0,0.163265306122449,0.2121,0.47,0.12284001410603033,51
0.0,0.0,0.0,0.9130434782608695,0.0,0.8333333333333333,1.0,0.0,0.163265306122449,0.197,0.47,0.15786998942047725,39
0.0,0.0,0.0,0.9565217391304348,0.0,0.8333333333333333,1.0,0.3333333333333333,0.163265306122449,0.197,0.43,0.19301751498765723,36
0.0,0.0,0.0,1.0,0.0,0.8333333333333333,1.0,0.3333333333333333,0.163265306122449,0.197,0.51,0.19301751498765723,15
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.163265306122449,0.197,0.51,0.19301751498765723,25
0.0,0.0,0.0,0.043478260869565216,0.0,1.0,0.0,0.3333333333333333,0.163265306122449,0.2121,0.55,0.10532502644880687,16
0.0,0.0,0.0,0.08695652173913043,0.0,1.0,0.0,0.3333333333333333,0.163265306122449,0.2424,0.55,0.0,16
0.0,0.0,0.0,0.13043478260869565,0.0,1.0,0.0,0.6666666666666667,0.163265306122449,0.197,0.55,0.19301751498765723,7
0.0,0.0,0.0,0.17391304347826086,0.0,1.0,0.0,0.6666666666666667,0.163265306122449,0.197,0.55,0.19301751498765723,1
0.0,0.0,0.0,0.21739130434782608,0.0,1.0,0.0,0.3333333333333333,0.14285714285714288,0.1667,0.74,0.19301751498765723,5
0.0,0.0,0.0,0.2608695652173913,0.0,1.0,0.0,0.3333333333333333,0.14285714285714288,0.1667,0.74,0.19301751498765723,2
0.0,0.0,0.0,0.30434782608695654,0.0,1.0,0.0,0.3333333333333333,0.14285714285714288,0.1818,0.74,0.12284001410603033,9
0.0,0.0,0.0,0.34782608695652173,0.0,1.0,0.0,0.6666666666666667,0.14285714285714288,0.1818,0.93,0.12284001410603033,15
0.0,0.0,0.0,0.3913043478260869,0.0,1.0,0.0,0.6666666666666667,0.14285714285714288,0.1818,0.93,0.12284001410603033,20
0.0,0.0,0.0,0.43478260869565216,0.0,1.0,0.0,0.3333333333333333,0.163265306122449,0.197,0.8,0.19301751498765723,61
0.0,0.0,0.0,0.4782608695652174,0.0,1.0,0.0,0.3333333333333333,0.1836734693877551,0.1818,0.69,0.45621253085694136,62
0.0,0.0,0.0,0.5217391304347826,0.0,1.0,0.0,0.3333333333333333,0.1836734693877551,0.1818,0.59,0.42106500528976143,98
0.0,0.0,0.0,0.5652173913043478,0.0,1.0,0.0,0.0,0.1836734693877551,0.1818,0.44,0.38603502997531447,102
0.0,0.0,0.0,0.6086956521739131,0.0,1.0,0.0,0.0,0.1836734693877551,0.1667,0.32,0.5789349947102387,95
0.0,0.0,0.0,0.6521739130434783,0.0,1.0,0.0,0.0,0.1836734693877551,0.1667,0.32,0.5263900317385682,74
0.0,0.0,0.0,0.6956521739130435,0.0,1.0,0.0,0.0,0.163265306122449,0.1364,0.29,0.5263900317385682,76
0.0,0.0,0.0,0.7391304347826086,0.0,1.0,0.0,0.0,0.14285714285714288,0.1212,0.37,0.6491124955918656,69
0.0,0.0,0.0,0.7826086956521738,0.0,1.0,0.0,0.0,0.12244897959183676,0.1212,0.39,0.3508875044081345,55
0.0,0.0,0.0,0.8260869565217391,0.0,1.0,0.0,0.0,0.12244897959183676,0.1212,0.36,0.298224991183731,30
0.0,0.0,0.0,0.8695652173913043,0.0,1.0,0.0,0.0,0.10204081632653061,0.1212,0.36,0.298224991183731,28
0.0,0.0,0.0,0.9130434782608695,0.0,1.0,0.0,0.0,0.10204081632653061,0.1061,0.39,0.42106500528976143,37
0.0,0.0,0.0,0.9565217391304348,0.0,1.0,0.0,0.0,0.10204081632653061,0.1061,0.36,0.45621253085694136,34
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0816326530612245,0.0606,0.39,0.5263900317385682,22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0816326530612245,0.0758,0.42,0.45621253085694136,25
0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0816326530612245,0.0606,0.42,0.5439050193957917,12
0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0816326530612245,0.0606,0.46,0.5439050193957917,11
0.0,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.0816326530612245,0.0758,0.46,0.49124250617138826,4
0.0,0.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.06122448979591837,0.0909,0.53,0.22804749030210417,1
0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.06122448979591837,0.0909,0.53,0.22804749030210417,1
0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0816326530612245,0.0909,0.49,0.33337251675091106,1
0.0,0.0,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.06122448979591837,0.0909,0.53,0.22804749030210417,6
0.0,0.0,0.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.0816326530612245,0.0909,0.49,0.33337251675091106,10
0.0,0.0,0.0,0.3913043478260869,0.0,0.0,0.0,0.0,0.10204081632653061,0.0758,0.46,0.6140825202774186,19
0.0,0.0,0.0,0.43478260869565216,0.0,0.0,0.0,0.0,0.12244897959183676,0.1061,0.43,0.45621253085694136,49
0.0,0.0,0.0,0.4782608695652174,0.0,0.0,0.0,0.0,0.14285714285714288,0.1212,0.4,0.6140825202774186,49
0.0,0.0,0.0,0.5217391304347826,0.0,0.0,0.0,0.0,0.163265306122449,0.1364,0.37,0.5263900317385682,83
0.0,0.0,0.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.1836734693877551,0.1667,0.34,0.5263900317385682,75
0.0,0.0,0.0,0.6086956521739131,0.0,0.0,0.0,0.0,0.20408163265306123,0.1818,0.32,0.5439050193957917,72
0.0,0.0,0.0,0.6521739130434783,0.0,0.0,0.0,0.0,0.20408163265306123,0.197,0.35,0.42106500528976143,82
0.0,0.0,0.0,0.6956521739130435,0.0,0.0,0.0,0.0,0.1836734693877551,0.1667,0.34,0.5263900317385682,92
0.0,0.0,0.0,0.7391304347826086,0.0,0.0,0.0,0.0,0.163265306122449,0.1515,0.37,0.45621253085694136,62
