,bedrooms,year_since_1st_renovation,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,last_modification,have_basement
28,5.0,114,2.5,2820,67518,2.0,0,0,3,2820,0,1979,2014,2021,16,17,0,2014,false
29,3.0,99,2.5,2600,4750,1.0,0,0,4,1700,900,1951,1999,2793,35,56,0,1999,true
30,4.0,67,1.75,1560,8700,1.0,0,0,4,1560,0,1967,0,820,19,22,0,1967,false
31,4.0,103,2.5,2860,3345,2.0,0,0,3,2190,670,2004,2003,1673,42,41,0,2003,true
32,4.0,110,2.0,1820,5000,1.5,0,1,3,1640,180,1945,2010,3921,35,54,0,2010,true
33,4.0,114,2.5,2820,8408,2.0,0,0,3,2820,0,2014,0,1295,36,67,0,2014,false
34,4.0,114,2.5,3630,42884,1.5,0,0,3,2300,1330,1979,2014,3507,1,45,0,2014,true
35,3.0,95,2.5,3240,33151,2.0,0,2,3,3240,0,1995,0,2619,14,13,0,1995,false
36,2.0,44,1.0,800,4850,1.0,0,0,4,800,0,1944,0,3402,35,50,0,1944,false
37,3.0,92,3.0,1850,19966,1.0,0,0,4,1090,760,1992,0,1954,21,23,0,1992,true
38,3.0,57,2.0,1960,13100,1.0,0,2,5,1650,310,1957,0,1399,26,68,0,1957,true
39,3.0,109,2.5,2390,6550,1.0,0,2,4,1440,950,1955,2009,2936,35,55,0,2009,true
40,3.0,100,2.25,1580,16215,1.0,0,0,4,1580,0,1978,2000,3291,13,14,0,2000,false
41,4.0,74,2.0,1480,8625,1.0,0,0,4,1480,0,1974,0,1684,32,33,0,1974,false
42,2.0,83,1.0,850,6174,1.0,0,0,4,850,0,1950,1983,440,36,67,0,1983,false
43,3.0,109,2.5,1770,2875,2.0,0,0,3,1770,0,1990,2009,3290,35,55,0,2009,false
44,2.0,49,1.0,1210,9400,1.0,0,0,2,1210,0,1949,0,4020,35,49,0,1949,false
45,3.0,97,1.0,1160,9180,1.0,0,0,3,1160,0,1968,1997,1101,42,44,0,1997,false
46,3.0,77,2.25,1970,35100,2.0,0,0,4,1970,0,1977,0,2274,16,15,0,1977,false
47,3.0,96,2.5,1930,10460,2.0,0,0,3,1930,0,1996,0,3227,32,37,0,1996,false
48,3.0,101,2.5,1270,1180,3.0,0,0,3,1270,0,2001,0,2307,35,50,0,2001,false
49,4.0,101,2.5,3310,42998,2.0,0,0,3,3310,0,2001,0,1091,31,31,0,2001,false
50,4.0,100,2.75,2710,37277,2.0,0,0,3,2710,0,2000,0,2314,16,15,0,2000,false
51,3.0,114,1.75,2910,35200,1.5,0,0,3,2910,0,1979,2014,3056,33,43,0,2014,false
52,3.0,29,2.0,2710,4500,1.5,0,0,4,1880,830,1929,0,3731,35,54,0,1929,true
53,3.0,97,1.75,1800,23103,1.0,0,0,3,1800,0,1968,1997,2733,7,10,0,1997,false
54,5.0,76,2.5,2210,9655,1.0,0,0,3,1460,750,1976,0,1604,5,9,0,1976,true
55,4.0,79,1.5,1920,10000,1.0,0,0,4,1070,850,1954,1979,3114,3,5,0,1979,true
56,4.0,97,1.75,2190,125452,1.0,0,2,3,2190,0,1968,1997,2960,1,45,0,1997,false
57,5.0,106,3.25,3660,11995,2.0,0,2,3,3660,0,2006,0,3986,38,38,0,2006,false
58,3.0,108,3.25,1320,1327,2.0,0,0,3,1040,280,2008,0,2820,35,74,0,2008,true
59,2.0,109,2.5,1630,1368,2.0,0,0,3,1280,350,2009,0,3666,35,49,0,2009,true
60,4.0,12,2.5,3310,6500,2.0,0,0,3,3310,0,2012,1912,2894,38,38,0,1912,false
61,3.0,23,2.5,2680,5539,2.0,0,0,3,2680,0,2013,1923,774,27,27,0,1923,false
62,4.0,107,3.25,2730,54014,1.0,0,0,3,1560,1170,2007,0,4502,32,37,0,2007,true
63,3.0,106,2.5,2540,5050,2.0,0,0,3,2540,0,2006,0,2537,18,26,0,2006,false
64,4.0,12,2.75,2920,6605,2.0,0,0,3,2920,0,2012,1912,3615,32,37,0,1912,false
65,2.0,44,1.0,900,5000,1.0,0,0,3,900,0,1944,0,4135,35,56,0,1944,false
66,3.0,86,2.5,1650,14054,1.0,0,0,4,1130,520,1986,0,685,16,15,0,1986,true
67,3.0,73,1.0,1010,9945,1.0,0,0,4,1010,0,1973,0,4012,38,38,0,1973,false
68,2.0,103,2.5,2680,7392,1.0,0,0,3,2680,0,2004,2003,663,31,32,0,2003,false
69,3.0,88,2.5,2200,7350,1.0,0,0,5,1570,630,1988,0,719,32,36,0,1988,true
70,4.0,109,2.5,2530,9933,2.0,0,2,3,2010,520,1990,2009,4398,1,45,0,2009,true
71,3.0,80,2.5,2850,7130,2.0,0,0,3,1990,860,1980,0,1007,35,59,0,1980,true
72,4.0,105,2.0,2280,6010,1.0,0,0,3,1140,1140,1900,2005,1722,35,59,0,2005,true
73,3.0,100,2.5,1900,8744,2.0,0,0,3,1900,0,1987,2000,1895,33,42,0,2000,false
74,3.0,54,1.0,1330,77972,1.0,0,0,3,1330,0,1928,1954,752,19,21,0,1954,false
75,2.0,100,3.0,1270,1175,2.0,0,0,3,1110,160,2000,0,823,35,47,0,2000,true
76,4.0,111,3.0,2170,4000,2.0,0,0,4,1610,560,1982,2011,402,35,53,0,2011,true
77,4.0,96,2.5,2730,10281,2.0,0,2,3,2730,0,1996,0,1977,33,42,0,1996,false
78,4.0,101,2.5,2120,10202,1.0,0,0,4,1620,500,1960,2001,580,3,4,0,2001,true
79,3.0,103,2.5,2490,4343,2.0,0,0,3,2490,0,2003,0,2682,16,17,0,2003,false
80,4.0,113,2.25,1990,7712,1.0,0,0,3,1210,780,1973,2013,1533,16,15,0,2013,true
81,4.0,106,3.0,3690,9892,2.0,0,0,3,3690,0,1998,2006,1382,33,43,0,2006,false
82,2.0,42,1.0,2540,7000,1.0,0,0,5,1320,1220,1942,0,4275,35,57,0,1942,true
83,3.0,100,2.25,1800,36704,1.0,0,0,4,1360,440,1978,2000,2123,16,15,0,2000,true
84,4.0,79,3.0,2340,7048,1.0,0,0,4,1340,1000,1979,0,882,19,22,0,1979,true
85,2.0,48,1.75,2110,9519,1.0,0,0,2,2110,0,1948,0,1786,36,67,0,1948,false
86,2.0,8,1.0,1140,5400,1.0,0,0,5,1140,0,1908,0,1757,35,53,0,1908,false
87,3.0,105,1.75,1480,2185,2.5,0,0,3,1480,0,2005,0,132,19,21,0,2005,false
88,2.0,106,3.0,1410,1240,2.0,0,0,3,1140,270,2006,0,4359,35,63,0,2006,true
89,2.0,72,1.0,1200,8063,1.0,0,0,4,1200,0,1958,1972,1692,10,73,0,1972,false
90,5.0,90,2.5,3180,13806,2.0,0,0,4,3180,0,1990,0,383,19,21,0,1990,false
91,3.0,85,1.5,2160,9000,1.0,0,2,4,1400,760,1949,1985,644,35,70,0,1985,true
92,6.0,8,1.75,2920,5000,2.5,0,0,4,2780,140,1908,0,542,35,59,0,1908,true
93,3.0,89,2.0,2350,5700,1.5,0,0,4,1810,540,1939,1989,1850,35,53,0,1989,true
94,3.0,44,1.75,1560,5520,1.0,0,0,4,780,780,1944,0,2851,35,74,0,1944,true
95,5.0,101,2.75,2740,8426,1.0,0,0,4,1370,1370,1960,2001,3517,3,5,0,2001,true
96,3.0,98,2.5,1680,2000,3.0,0,0,3,1680,0,1909,1998,2880,35,48,0,1998,false
97,5.0,97,2.5,3090,12750,1.0,0,0,3,1750,1340,1968,1997,301,14,13,0,1997,true
98,3.0,105,2.25,1410,1332,3.0,0,0,3,1410,0,2005,0,4256,35,47,0,2005,false
99,5.0,71,3.5,4010,8510,2.0,0,1,5,2850,1160,1971,0,3058,35,48,0,1971,true
100,4.0,100,2.5,3180,21904,2.0,0,3,3,3180,0,2000,0,1317,32,37,0,2000,false
101,3.0,75,2.25,2010,6000,1.0,0,0,3,1330,680,1975,0,66,31,31,0,1975,true
102,3.0,104,1.75,1330,7500,1.0,0,0,3,1330,0,1961,2004,1854,3,3,0,2004,false
103,4.0,106,2.5,2370,6500,2.0,0,0,3,2370,0,1998,2006,571,1,45,0,2006,false
104,5.0,58,2.0,1840,9240,1.0,0,0,4,1540,300,1942,1958,800,35,62,0,1958,true
105,4.0,106,2.5,2910,6479,2.0,0,0,3,2910,0,2006,0,2823,38,38,0,2006,false
106,4.0,108,1.0,2070,7519,1.0,0,0,3,1160,910,1963,2008,2180,3,7,0,2008,true
107,4.0,92,2.5,4340,141570,2.5,0,0,3,4340,0,1992,0,4294,31,32,0,1992,false
108,2.0,105,1.0,840,5510,1.0,0,0,3,840,0,1955,2005,3309,35,63,0,2005,false
109,4.0,71,1.5,1240,9600,1.0,0,0,3,1240,0,1971,0,3433,14,13,0,1971,false
110,4.0,111,1.0,1390,4240,1.0,0,0,3,1050,340,1924,2011,3224,35,47,0,2011,true
111,4.0,106,2.75,2310,5000,2.0,0,0,3,2310,0,2006,0,1943,21,23,0,2006,false
112,3.0,86,2.0,1050,10072,1.0,0,0,3,1050,0,1986,0,2363,11,11,0,1986,false
113,5.0,60,1.75,2550,71874,1.0,0,0,5,1810,740,1960,0,661,16,15,0,1960,true
114,4.0,2,1.75,2010,3600,1.5,0,0,3,2010,0,1902,0,51,35,58,0,1902,false
115,5.0,62,1.0,1120,9022,1.5,0,0,4,1120,0,1962,0,835,19,22,0,1962,false
116,3.0,105,2.5,2230,4000,2.0,0,0,3,2230,0,1954,2005,2263,35,64,0,2005,false
117,2.0,44,1.0,810,7158,1.0,0,0,5,810,0,1944,0,603,6,69,0,1944,false
118,5.0,76,2.75,3190,16920,1.0,0,3,3,1690,1500,1976,0,3320,3,5,0,1976,true
119,3.0,92,1.75,1670,39639,1.0,0,0,4,1670,0,1976,1992,1419,33,43,0,1992,false
120,4.0,60,1.75,1970,9389,1.0,0,0,5,1140,830,1960,0,1278,36,62,0,1960,true
121,3.0,83,1.0,1450,6000,1.0,0,0,4,1450,0,1953,1983,4281,35,57,0,1983,false
122,7.0,99,8.0,13540,307752,3.0,0,4,3,9410,4130,1999,0,2310,31,32,0,1999,true
123,3.0,94,2.5,1880,7838,2.0,0,0,3,1880,0,1994,0,1385,32,33,0,1994,false
124,3.0,45,1.75,1880,6360,1.0,0,0,4,1040,840,1945,0,4127,35,54,0,1945,true
125,3.0,30,2.0,1410,6030,1.5,0,0,4,1410,0,1930,0,4328,35,47,0,1930,false
126,4.0,70,2.0,1480,3844,1.5,0,0,5,1480,0,1928,1970,3508,35,62,0,1970,false
127,2.0,85,1.0,1140,5250,1.5,0,0,4,1140,0,1949,1985,803,35,62,0,1985,false
128,3.0,84,1.75,1920,9306,1.0,0,0,3,1000,920,1984,0,2547,1,0,0,1984,true
129,4.0,108,2.5,2910,6338,2.0,0,0,3,2910,0,2008,0,1138,32,37,0,2008,false
130,3.0,94,2.5,3240,7857,2.0,0,0,3,3240,0,1994,0,1928,33,43,0,1994,false
131,3.0,72,2.0,1550,15040,1.0,0,0,4,1550,0,1958,1972,1416,32,37,0,1972,false
132,5.0,101,2.0,2050,10200,1.0,0,0,3,1430,620,1956,2001,1760,10,73,0,2001,true
133,2.0,100,2.5,2220,4000,2.0,0,0,3,2220,0,2000,0,1497,35,53,0,2000,false
134,2.0,98,1.0,1770,8640,1.5,0,0,3,1520,250,1949,1998,2901,35,56,0,1998,true
135,4.0,77,1.75,2300,11700,1.0,0,0,4,1960,340,1977,0,1480,31,31,0,1977,true
136,3.0,82,2.0,1800,5000,1.0,0,0,4,1080,720,1942,1982,2435,35,54,0,1982,true
137,4.0,104,1.75,2010,9211,1.0,0,0,3,1470,540,1977,2004,696,19,22,0,2004,true
138,3.0,110,2.5,1790,2700,2.0,0,0,3,1790,0,2010,0,3328,16,15,0,2010,false
139,4.0,114,2.5,2440,6651,2.0,0,0,3,2440,0,2014,0,4402,35,56,0,2014,false
140,3.0,109,2.5,1940,3211,2.0,0,0,3,1940,0,2009,0,3304,16,15,0,2009,false
141,2.0,101,1.5,1160,1438,2.0,0,0,3,1160,0,2001,0,669,35,64,0,2001,false
142,4.0,107,2.5,3400,9692,2.0,0,0,3,3400,0,2007,0,406,31,31,0,2007,false
143,4.0,106,4.25,4420,5750,2.0,0,0,3,3410,1010,2006,0,4227,16,15,0,2006,true
144,3.0,108,3.0,1571,2017,3.0,0,0,3,1571,0,2008,0,891,35,60,0,2008,false
145,3.0,110,2.25,1620,998,2.5,0,0,3,1540,80,2010,0,4421,16,17,0,2010,true
146,3.0,105,2.5,1408,989,3.0,0,0,3,1408,0,2005,0,4078,35,54,0,2005,false
147,3.0,107,2.5,3040,4535,2.0,0,0,3,3040,0,2007,0,1700,32,34,0,2007,false
148,5.0,106,3.5,4490,6000,2.0,0,0,3,3200,1290,2006,0,4092,16,15,0,2006,true
149,2.0,114,2.5,1590,1426,2.0,0,0,3,1590,0,2014,0,598,16,17,0,2014,false
150,4.0,23,2.5,2450,4247,2.0,0,0,3,2450,0,2013,1923,1313,31,31,0,1923,false
151,4.0,71,2.0,1440,7680,1.0,0,0,3,1200,240,1971,0,147,19,22,0,1971,true
152,2.0,105,2.0,1100,3000,1.5,0,0,3,1100,0,1912,2005,3144,35,56,0,2005,false
153,3.0,88,1.0,1350,7740,1.0,0,0,4,860,490,1947,1988,233,35,60,0,1988,true
154,4.0,85,2.5,2150,37981,2.0,0,0,3,2150,0,1985,0,1431,31,31,0,1985,false
155,3.0,75,1.75,1490,8366,1.0,0,0,4,1010,480,1975,0,2207,9,26,0,1975,true
156,3.0,86,2.0,2000,7000,2.0,0,0,3,2000,0,1916,1986,3769,35,63,0,1986,false
157,2.0,111,1.0,1030,4400,1.0,0,0,3,1030,0,1924,2011,2628,35,56,0,2011,false
158,2.0,99,1.0,720,6687,1.0,0,0,3,720,0,1942,1999,4469,35,56,0,1999,false
159,5.0,38,2.0,2020,5000,1.5,0,0,4,2020,0,1938,0,4333,35,56,0,1938,false
160,3.0,62,1.75,1580,8151,1.0,0,1,4,1100,480,1962,0,1184,10,73,0,1962,true
161,4.0,100,2.5,2110,13850,2.0,0,0,3,2110,0,1987,2000,2405,16,15,0,2000,false
162,4.0,113,2.0,1300,7054,1.0,0,0,3,1300,0,1950,2013,2449,35,65,0,2013,false
163,3.0,96,1.5,1630,7475,1.0,0,1,3,1160,470,1940,1996,3677,35,54,0,1996,true
164,4.0,114,2.75,3370,8103,1.0,0,3,3,1970,1400,1970,2014,3054,35,63,0,2014,true
165,4.0,80,2.5,1890,6156,1.0,0,0,3,980,910,1980,0,3627,35,49,0,1980,true
166,4.0,67,2.0,1520,7983,1.0,0,0,5,1520,0,1967,0,961,15,22,0,1967,false
167,2.0,108,1.0,900,5160,1.0,0,0,3,900,0,1952,2008,4279,35,49,0,2008,false
168,3.0,105,1.0,1050,6874,1.0,0,0,3,1050,0,1954,2005,1466,36,62,0,2005,false
169,3.0,66,1.75,1260,6500,1.0,0,0,4,1260,0,1966,0,833,3,7,0,1966,false
170,6.0,111,3.0,3470,117612,1.5,0,0,3,3470,0,1924,2011,1541,17,16,0,2011,false
171,4.0,88,2.5,2290,12047,2.0,0,0,4,2290,0,1988,0,1361,3,5,0,1988,false
172,4.0,104,2.25,2810,23400,1.0,0,1,3,1710,1100,1958,2004,1957,10,73,0,2004,true
173,3.0,106,2.5,1650,13816,2.0,0,0,3,1650,0,1998,2006,2692,7,10,0,2006,false
174,3.0,63,2.25,1640,14374,1.0,0,0,4,1140,500,1963,0,1341,6,66,0,1963,true
175,3.0,91,2.5,1850,10109,2.0,0,0,3,1850,0,1991,0,4224,19,22,0,1991,false
176,4.0,103,2.5,2000,5390,2.0,0,0,3,2000,0,2003,0,2219,18,26,0,2003,false
177,3.0,104,1.5,1410,9647,1.0,0,0,3,1410,0,1961,2004,1420,36,70,0,2004,false
178,4.0,109,1.75,1500,11600,1.0,0,0,4,1000,500,1955,2009,983,17,16,0,2009,true
179,3.0,80,2.5,2460,54885,2.0,0,0,4,2460,0,1980,0,3572,32,37,0,1980,false
180,3.0,105,1.0,1010,7034,1.0,0,0,3,1010,0,1954,2005,1744,32,35,0,2005,false
181,2.0,103,2.25,1230,929,2.0,0,0,3,1020,210,2004,2003,3,35,53,0,2003,true
182,4.0,107,2.5,2331,3826,2.0,0,0,3,2331,0,2007,0,392,32,36,0,2007,false
183,5.0,78,2.5,2240,7770,1.0,0,0,3,1340,900,1978,0,577,19,22,0,1978,true
184,4.0,67,3.0,2450,10117,1.0,0,0,5,1580,870,1967,0,1076,3,5,0,1967,true
185,4.0,96,3.0,3100,15480,2.0,0,0,3,2400,700,1996,0,3984,17,16,0,1996,true
186,4.0,113,2.0,2060,5000,1.0,0,0,3,1030,1030,1949,2013,1301,35,56,0,2013,true
187,3.0,114,1.75,1850,7684,1.0,0,0,3,1320,530,1979,2014,2819,14,13,0,2014,true
188,4.0,104,1.75,1840,10720,1.0,0,0,3,960,880,1958,2004,1133,3,7,0,2004,true
189,4.0,100,2.0,3740,32417,2.0,0,0,3,3740,0,2000,0,2125,31,32,0,2000,false
190,3.0,103,1.5,1420,8580,1.0,0,0,3,1420,0,1962,2003,2762,14,13,0,2003,false
191,3.0,101,1.0,1510,6083,1.0,0,0,4,860,650,1940,2001,3159,35,54,0,2001,true
192,3.0,105,1.75,2130,6500,1.0,0,2,3,1170,960,1954,2005,1887,35,74,0,2005,true
193,4.0,28,2.25,3490,6906,2.0,0,0,4,2280,1210,1928,0,2235,35,74,0,1928,true
194,3.0,71,1.75,1630,11800,1.0,0,0,4,1630,0,1971,0,554,27,27,0,1971,false
195,3.0,89,2.5,1790,7167,2.0,0,0,3,1790,0,1989,0,4370,33,42,0,1989,false
196,4.0,96,2.5,2000,5684,2.0,0,0,3,2000,0,1996,0,4344,17,16,0,1996,false
197,4.0,77,2.25,2260,29930,2.0,0,0,4,1400,860,1977,0,1136,3,5,0,1977,true
198,4.0,99,2.5,3030,7864,2.0,0,0,3,3030,0,1999,0,2090,33,42,0,1999,false
199,3.0,105,1.5,1310,8160,1.0,0,0,3,1310,0,1950,2005,764,35,62,0,2005,false
200,4.0,100,2.5,3880,14550,2.0,0,0,3,3880,0,1987,2000,1898,33,42,0,2000,false
201,4.0,50,3.25,3760,10920,1.5,0,0,5,2400,1360,1950,0,3633,35,48,0,1950,true
202,5.0,84,2.25,3040,8111,2.0,0,0,3,3040,0,1984,0,1381,31,31,0,1984,false
203,5.0,64,2.5,2910,9636,1.0,0,0,4,1690,1220,1964,0,2740,3,7,0,1964,true
204,3.0,95,2.5,2970,11985,1.0,0,0,3,1770,1200,1995,0,1837,33,42,0,1995,true
205,2.0,99,1.75,1660,6000,1.0,0,0,3,1160,500,1942,1999,3377,35,48,0,1999,true
206,4.0,106,2.5,3200,12369,2.0,0,0,3,3200,0,1998,2006,934,25,37,0,2006,false
207,4.0,65,2.0,2680,18768,1.0,0,0,5,2680,0,1965,0,2668,1,0,0,1965,false
208,3.0,62,1.0,1230,9568,1.0,0,0,5,1230,0,1962,0,449,25,34,0,1962,false
209,4.0,95,2.5,2740,45732,2.0,0,0,3,2740,0,1995,0,1058,42,44,0,1995,false
210,4.0,100,3.5,3380,8330,2.0,0,0,3,3380,0,2000,0,1288,36,70,0,2000,false
211,3.0,101,1.0,1110,6250,1.0,0,0,3,1110,0,1956,2001,2727,35,54,0,2001,false
212,5.0,103,2.75,1800,3780,1.5,0,0,3,1400,400,1926,2003,3990,35,47,0,2003,true
213,3.0,82,1.75,1900,5520,1.0,0,0,3,1280,620,1982,0,3520,35,57,0,1982,true
214,2.0,94,1.0,930,36478,1.0,0,2,3,930,0,1951,1994,3178,3,5,0,1994,false
215,3.0,92,1.75,1690,7735,1.0,0,0,4,1060,630,1976,1992,2553,1,0,0,1992,true
216,3.0,113,2.0,1420,4080,1.5,0,0,3,1420,0,1905,2013,3919,35,47,0,2013,false
217,5.0,102,4.0,4510,15175,2.0,0,0,3,4510,0,1969,2002,4201,23,25,0,2002,false
218,3.0,74,2.25,1980,8000,1.0,0,0,4,1560,420,1974,0,2687,14,13,0,1974,true
219,2.0,3,1.75,1170,2400,1.0,0,0,4,740,430,1903,0,1780,35,47,0,1903,true
220,3.0,108,2.5,2200,1970,2.0,0,0,3,1610,590,2008,0,2190,35,46,0,2008,true
221,3.0,59,1.5,800,8850,1.0,0,0,4,800,0,1959,0,20,14,13,0,1959,false
222,3.0,106,2.5,1480,1171,3.0,0,0,3,1480,0,2006,0,727,35,53,0,2006,false
223,5.0,106,3.75,2890,5000,1.0,0,0,3,1310,1580,2006,0,2955,35,64,0,2006,true
224,3.0,114,2.5,2690,4047,3.0,0,0,3,2690,0,2014,0,3870,35,56,0,2014,false
225,4.0,23,3.25,3569,8327,2.0,0,0,3,3569,0,2013,1923,3900,32,33,0,1923,false
226,3.0,106,2.0,1270,1320,3.0,0,0,3,1270,0,2006,0,4306,35,47,0,2006,false
227,5.0,23,5.0,4490,10279,2.0,0,0,3,3930,560,2013,1923,890,3,3,0,1923,true
228,4.0,108,2.5,3040,6425,2.0,0,0,3,3040,0,2008,0,1254,31,31,0,2008,false
229,3.0,114,2.25,1170,1249,3.0,0,0,3,1170,0,2014,0,1367,35,50,0,2014,false
230,5.0,103,2.25,2060,8632,1.0,0,0,3,1030,1030,1962,2003,127,6,65,0,2003,true
231,3.0,102,1.0,990,6000,1.0,0,0,3,990,0,1943,2002,3626,35,48,0,2002,false
232,4.0,103,2.5,2430,5203,2.0,0,0,3,2430,0,2003,0,86,36,67,0,2003,false
233,4.0,101,4.0,4460,103382,2.0,0,0,3,4460,0,2001,0,2250,31,32,0,2001,false
234,3.0,94,1.75,1250,10122,1.0,0,0,3,1250,0,1994,0,2225,4,8,0,1994,false
235,3.0,80,2.75,1540,6760,1.0,0,0,5,1210,330,1980,0,4462,19,22,0,1980,true
236,3.0,93,2.5,1600,7000,2.0,0,0,4,1600,0,1993,0,1798,21,23,0,1993,false
237,3.0,108,1.0,1110,8423,1.0,0,0,3,1110,0,1952,2008,927,6,68,0,2008,false
238,3.0,74,1.75,1840,10723,1.0,0,0,4,1220,620,1974,0,1602,32,36,0,1974,true
239,3.0,89,2.75,2520,5401,1.0,0,0,4,1360,1160,1946,1989,2438,35,58,0,1989,true
240,3.0,95,2.5,2680,327135,2.0,0,0,3,2680,0,1995,0,2209,30,30,0,1995,false
241,9.0,103,4.5,3830,6988,2.5,0,0,3,2450,1380,1938,2003,4293,35,47,0,2003,true
242,4.0,56,2.75,2410,9549,1.0,0,0,4,1780,630,1956,0,157,19,21,0,1956,true
243,4.0,60,1.75,1720,10018,1.0,0,0,5,1720,0,1960,0,1233,9,26,0,1960,false
244,3.0,73,1.75,2070,37904,1.0,0,0,4,1420,650,1973,0,1631,18,19,0,1973,true
245,3.0,85,2.0,1760,9055,2.0,0,0,4,1760,0,1985,0,3444,31,31,0,1985,false
246,3.0,59,1.75,1680,10500,1.0,0,0,4,1680,0,1959,0,3068,3,4,0,1959,false
247,2.0,71,2.0,1550,2400,1.5,0,0,4,1550,0,1900,1971,3030,35,47,0,1971,false
248,3.0,94,3.0,4120,60392,2.0,0,2,3,3180,940,1994,0,2720,7,10,0,1994,true
249,4.0,91,3.0,1830,9548,2.0,0,0,3,1830,0,1991,0,1023,5,16,0,1991,false
250,3.0,44,1.0,1400,7410,1.0,0,0,3,1400,0,1944,0,3735,6,68,0,1944,false
251,3.0,101,1.75,1870,12381,1.0,0,0,4,1870,0,1957,2001,2530,14,2,0,2001,false
252,7.0,10,4.5,6210,8856,2.5,0,2,5,4760,1450,1910,0,499,35,52,0,1910,true
253,2.0,4,1.5,1040,3500,1.5,0,0,4,1040,0,1904,0,1316,35,64,0,1904,false
254,3.0,100,1.75,2720,149410,1.5,0,0,3,2720,0,1988,2000,2805,7,10,0,2000,false
255,3.0,113,1.0,1010,9360,1.0,0,0,3,1010,0,1981,2013,4468,19,21,0,2013,false
256,3.0,67,1.75,1580,9147,1.0,0,1,4,1210,370,1967,0,2005,3,7,0,1967,true
257,4.0,49,2.75,2600,6050,2.0,0,0,5,1960,640,1949,0,3154,35,55,0,1949,true
258,3.0,100,2.5,1920,9180,2.0,0,0,3,1920,0,1988,2000,1732,32,35,0,2000,false
259,3.0,29,2.0,2350,5080,1.5,0,0,3,1780,570,1929,0,3598,35,57,0,1929,true
260,1.0,47,1.0,1100,4373,1.0,0,0,2,820,280,1947,0,1983,6,68,0,1947,true
261,4.0,101,2.0,2510,13695,1.0,0,0,4,1280,1230,1961,2001,250,19,21,0,2001,true
262,3.0,91,2.5,3240,108366,2.0,0,0,4,3240,0,1991,0,1503,18,26,0,1991,false
263,3.0,77,2.5,2460,108900,1.0,0,0,4,1860,600,1977,0,2230,16,15,0,1977,true
