,price,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,last_modification,have_basement
46,437500.0,2014-05-02 00:00:00,3.0,2.25,1970,35100,2.0,0,0,4,1970,0,1977,0,2274,16,15,0,1977,1
47,407500.0,2014-05-02 00:00:00,3.0,2.5,1930,10460,2.0,0,0,3,1930,0,1996,0,3227,32,37,0,1996,1
48,445700.0,2014-05-02 00:00:00,3.0,2.5,1270,1180,3.0,0,0,3,1270,0,2001,0,2307,35,50,0,2001,1
49,838000.0,2014-05-02 00:00:00,4.0,2.5,3310,42998,2.0,0,0,3,3310,0,2001,0,1091,31,31,0,2001,1
50,630000.0,2014-05-02 00:00:00,4.0,2.75,2710,37277,2.0,0,0,3,2710,0,2000,0,2314,16,15,0,2000,1
51,550000.0,2014-05-02 00:00:00,3.0,1.75,2910,35200,1.5,0,0,3,2910,0,1979,2014,3056,33,43,0,2014,1
52,805000.0,2014-05-02 00:00:00,3.0,2.0,2710,4500,1.5,0,0,4,1880,830,1929,0,3731,35,54,0,1929,1
53,284000.0,2014-05-02 00:00:00,3.0,1.75,1800,23103,1.0,0,0,3,1800,0,1968,1997,2733,7,10,0,1997,1
54,470000.0,2014-05-02 00:00:00,5.0,2.5,2210,9655,1.0,0,0,3,1460,750,1976,0,1604,5,9,0,1976,1
55,430000.0,2014-05-02 00:00:00,4.0,1.5,1920,10000,1.0,0,0,4,1070,850,1954,1979,3114,3,5,0,1979,1
56,491500.0,2014-05-02 00:00:00,4.0,1.75,2190,125452,1.0,0,2,3,2190,0,1968,1997,2960,1,45,0,1997,1
57,785000.0,2014-05-02 00:00:00,5.0,3.25,3660,11995,2.0,0,2,3,3660,0,2006,0,3986,38,38,0,2006,1
58,385000.0,2014-05-02 00:00:00,3.0,3.25,1320,1327,2.0,0,0,3,1040,280,2008,0,2820,35,74,0,2008,1
59,295000.0,2014-05-02 00:00:00,2.0,2.5,1630,1368,2.0,0,0,3,1280,350,2009,0,3666,35,49,0,2009,1
60,555000.0,2014-05-02 00:00:00,4.0,2.5,3310,6500,2.0,0,0,3,3310,0,2012,1912,2894,38,38,0,1912,1
61,459990.0,2014-05-02 00:00:00,3.0,2.5,2680,5539,2.0,0,0,3,2680,0,2013,1923,774,27,27,0,1923,1
62,625000.0,2014-05-02 00:00:00,4.0,3.25,2730,54014,1.0,0,0,3,1560,1170,2007,0,4502,32,37,0,2007,1
63,300000.0,2014-05-02 00:00:00,3.0,2.5,2540,5050,2.0,0,0,3,2540,0,2006,0,2537,18,26,0,2006,1
64,625000.0,2014-05-03 00:00:00,4.0,2.75,2920,6605,2.0,0,0,3,2920,0,2012,1912,3615,32,37,0,1912,1
65,553000.0,2014-05-03 00:00:00,2.0,1.0,900,5000,1.0,0,0,3,900,0,1944,0,4135,35,56,0,1944,1
66,379880.0,2014-05-03 00:00:00,3.0,2.5,1650,14054,1.0,0,0,4,1130,520,1986,0,685,16,15,0,1986,1
67,310000.0,2014-05-03 00:00:00,3.0,1.0,1010,9945,1.0,0,0,4,1010,0,1973,0,4012,38,38,0,1973,1
68,775000.0,2014-05-04 00:00:00,2.0,2.5,2680,7392,1.0,0,0,3,2680,0,2004,2003,663,31,32,0,2003,1
69,365000.0,2014-05-04 00:00:00,3.0,2.5,2200,7350,1.0,0,0,5,1570,630,1988,0,719,32,36,0,1988,1
70,331950.0,2014-05-04 00:00:00,4.0,2.5,2530,9933,2.0,0,2,3,2010,520,1990,2009,4398,1,45,0,2009,1
71,783500.0,2014-05-04 00:00:00,3.0,2.5,2850,7130,2.0,0,0,3,1990,860,1980,0,1007,35,59,0,1980,1
72,628000.0,2014-05-04 00:00:00,4.0,2.0,2280,6010,1.0,0,0,3,1140,1140,1900,2005,1722,35,59,0,2005,1
73,560000.0,2014-05-05 00:00:00,3.0,2.5,1900,8744,2.0,0,0,3,1900,0,1987,2000,1895,33,42,0,2000,1
74,900000.0,2014-05-05 00:00:00,3.0,1.0,1330,77972,1.0,0,0,3,1330,0,1928,1954,752,19,21,0,1954,1
75,531000.0,2014-05-05 00:00:00,2.0,3.0,1270,1175,2.0,0,0,3,1110,160,2000,0,823,35,47,0,2000,1
76,831000.0,2014-05-05 00:00:00,4.0,3.0,2170,4000,2.0,0,0,4,1610,560,1982,2011,402,35,53,0,2011,1
77,780000.0,2014-05-05 00:00:00,4.0,2.5,2730,10281,2.0,0,2,3,2730,0,1996,0,1977,33,42,0,1996,1
78,755000.0,2014-05-05 00:00:00,4.0,2.5,2120,10202,1.0,0,0,4,1620,500,1960,2001,580,3,4,0,2001,1
79,705380.0,2014-05-05 00:00:00,3.0,2.5,2490,4343,2.0,0,0,3,2490,0,2003,0,2682,16,17,0,2003,1
80,627000.0,2014-05-05 00:00:00,4.0,2.25,1990,7712,1.0,0,0,3,1210,780,1973,2013,1533,16,15,0,2013,1
81,865000.0,2014-05-05 00:00:00,4.0,3.0,3690,9892,2.0,0,0,3,3690,0,1998,2006,1382,33,43,0,2006,1
82,580000.0,2014-05-05 00:00:00,2.0,1.0,2540,7000,1.0,0,0,5,1320,1220,1942,0,4275,35,57,0,1942,1
83,410000.0,2014-05-05 00:00:00,3.0,2.25,1800,36704,1.0,0,0,4,1360,440,1978,2000,2123,16,15,0,2000,1
84,485000.0,2014-05-05 00:00:00,4.0,3.0,2340,7048,1.0,0,0,4,1340,1000,1979,0,882,19,22,0,1979,1
85,400000.0,2014-05-05 00:00:00,2.0,1.75,2110,9519,1.0,0,0,2,2110,0,1948,0,1786,36,67,0,1948,1
86,549000.0,2014-05-05 00:00:00,2.0,1.0,1140,5400,1.0,0,0,5,1140,0,1908,0,1757,35,53,0,1908,1
87,620000.0,2014-05-05 00:00:00,3.0,1.75,1480,2185,2.5,0,0,3,1480,0,2005,0,132,19,21,0,2005,1
88,405000.0,2014-05-05 00:00:00,2.0,3.0,1410,1240,2.0,0,0,3,1140,270,2006,0,4359,35,63,0,2006,1
89,232000.0,2014-05-05 00:00:00,2.0,1.0,1200,8063,1.0,0,0,4,1200,0,1958,1972,1692,10,73,0,1972,1
90,800866.0,2014-05-05 00:00:00,5.0,2.5,3180,13806,2.0,0,0,4,3180,0,1990,0,383,19,21,0,1990,1
91,650000.0,2014-05-05 00:00:00,3.0,1.5,2160,9000,1.0,0,2,4,1400,760,1949,1985,644,35,70,0,1985,1
92,823000.0,2014-05-05 00:00:00,6.0,1.75,2920,5000,2.5,0,0,4,2780,140,1908,0,542,35,59,0,1908,1
93,770000.0,2014-05-05 00:00:00,3.0,2.0,2350,5700,1.5,0,0,4,1810,540,1939,1989,1850,35,53,0,1989,1
94,524000.0,2014-05-05 00:00:00,3.0,1.75,1560,5520,1.0,0,0,4,780,780,1944,0,2851,35,74,0,1944,1
95,541125.0,2014-05-05 00:00:00,5.0,2.75,2740,8426,1.0,0,0,4,1370,1370,1960,2001,3517,3,5,0,2001,1
96,670000.0,2014-05-05 00:00:00,3.0,2.5,1680,2000,3.0,0,0,3,1680,0,1909,1998,2880,35,48,0,1998,1
97,384900.0,2014-05-05 00:00:00,5.0,2.5,3090,12750,1.0,0,0,3,1750,1340,1968,1997,301,14,13,0,1997,1
98,406100.0,2014-05-05 00:00:00,3.0,2.25,1410,1332,3.0,0,0,3,1410,0,2005,0,4256,35,47,0,2005,1
99,1395000.0,2014-05-05 00:00:00,5.0,3.5,4010,8510,2.0,0,1,5,2850,1160,1971,0,3058,35,48,0,1971,1
100,736500.0,2014-05-05 00:00:00,4.0,2.5,3180,21904,2.0,0,3,3,3180,0,2000,0,1317,32,37,0,2000,1
101,570000.0,2014-05-05 00:00:00,3.0,2.25,2010,6000,1.0,0,0,3,1330,680,1975,0,66,31,31,0,1975,1
102,787000.0,2014-05-05 00:00:00,3.0,1.75,1330,7500,1.0,0,0,3,1330,0,1961,2004,1854,3,3,0,2004,1
103,328000.0,2014-05-05 00:00:00,4.0,2.5,2370,6500,2.0,0,0,3,2370,0,1998,2006,571,1,45,0,2006,1
104,435000.0,2014-05-05 00:00:00,5.0,2.0,1840,9240,1.0,0,0,4,1540,300,1942,1958,800,35,62,0,1958,1
105,499000.0,2014-05-05 00:00:00,4.0,2.5,2910,6479,2.0,0,0,3,2910,0,2006,0,2823,38,38,0,2006,1
106,501000.0,2014-05-05 00:00:00,4.0,1.0,2070,7519,1.0,0,0,3,1160,910,1963,2008,2180,3,7,0,2008,1
107,1090000.0,2014-05-05 00:00:00,4.0,2.5,4340,141570,2.5,0,0,3,4340,0,1992,0,4294,31,32,0,1992,1
108,400000.0,2014-05-05 00:00:00,2.0,1.0,840,5510,1.0,0,0,3,840,0,1955,2005,3309,35,63,0,2005,1
109,220000.0,2014-05-05 00:00:00,4.0,1.5,1240,9600,1.0,0,0,3,1240,0,1971,0,3433,14,13,0,1971,1
110,657100.0,2014-05-05 00:00:00,4.0,1.0,1390,4240,1.0,0,0,3,1050,340,1924,2011,3224,35,47,0,2011,1
111,309950.0,2014-05-05 00:00:00,4.0,2.75,2310,5000,2.0,0,0,3,2310,0,2006,0,1943,21,23,0,2006,1
112,300000.0,2014-05-05 00:00:00,3.0,2.0,1050,10072,1.0,0,0,3,1050,0,1986,0,2363,11,11,0,1986,1
113,525888.0,2014-05-05 00:00:00,5.0,1.75,2550,71874,1.0,0,0,5,1810,740,1960,0,661,16,15,0,1960,1
114,740000.0,2014-05-05 00:00:00,4.0,1.75,2010,3600,1.5,0,0,3,2010,0,1902,0,51,35,58,0,1902,1
115,340000.0,2014-05-05 00:00:00,5.0,1.0,1120,9022,1.5,0,0,4,1120,0,1962,0,835,19,22,0,1962,1
116,398750.0,2014-05-05 00:00:00,3.0,2.5,2230,4000,2.0,0,0,3,2230,0,1954,2005,2263,35,64,0,2005,1
117,206000.0,2014-05-05 00:00:00,2.0,1.0,810,7158,1.0,0,0,5,810,0,1944,0,603,6,69,0,1944,1
118,1030000.0,2014-05-05 00:00:00,5.0,2.75,3190,16920,1.0,0,3,3,1690,1500,1976,0,3320,3,5,0,1976,1
119,600000.0,2014-05-05 00:00:00,3.0,1.75,1670,39639,1.0,0,0,4,1670,0,1976,1992,1419,33,43,0,1992,1
120,379950.0,2014-05-05 00:00:00,4.0,1.75,1970,9389,1.0,0,0,5,1140,830,1960,0,1278,36,62,0,1960,1
121,287000.0,2014-05-05 00:00:00,3.0,1.0,1450,6000,1.0,0,0,4,1450,0,1953,1983,4281,35,57,0,1983,1
122,2280000.0,2014-05-05 00:00:00,7.0,8.0,13540,307752,3.0,0,4,3,9410,4130,1999,0,2310,31,32,0,1999,1
123,309950.0,2014-05-05 00:00:00,3.0,2.5,1880,7838,2.0,0,0,3,1880,0,1994,0,1385,32,33,0,1994,1
124,600000.0,2014-05-05 00:00:00,3.0,1.75,1880,6360,1.0,0,0,4,1040,840,1945,0,4127,35,54,0,1945,1
125,418000.0,2014-05-05 00:00:00,3.0,2.0,1410,6030,1.5,0,0,4,1410,0,1930,0,4328,35,47,0,1930,1
126,449250.0,2014-05-05 00:00:00,4.0,2.0,1480,3844,1.5,0,0,5,1480,0,1928,1970,3508,35,62,0,1970,1
127,329950.0,2014-05-05 00:00:00,2.0,1.0,1140,5250,1.5,0,0,4,1140,0,1949,1985,803,35,62,0,1985,1
128,245000.0,2014-05-05 00:00:00,3.0,1.75,1920,9306,1.0,0,0,3,1000,920,1984,0,2547,1,0,0,1984,1
129,549000.0,2014-05-05 00:00:00,4.0,2.5,2910,6338,2.0,0,0,3,2910,0,2008,0,1138,32,37,0,2008,1
130,800000.0,2014-05-05 00:00:00,3.0,2.5,3240,7857,2.0,0,0,3,3240,0,1994,0,1928,33,43,0,1994,1
131,249950.0,2014-05-05 00:00:00,3.0,2.0,1550,15040,1.0,0,0,4,1550,0,1958,1972,1416,32,37,0,1972,1
132,210000.0,2014-05-05 00:00:00,5.0,2.0,2050,10200,1.0,0,0,3,1430,620,1956,2001,1760,10,73,0,2001,1
133,1425000.0,2014-05-05 00:00:00,2.0,2.5,2220,4000,2.0,0,0,3,2220,0,2000,0,1497,35,53,0,2000,1
134,585000.0,2014-05-05 00:00:00,2.0,1.0,1770,8640,1.5,0,0,3,1520,250,1949,1998,2901,35,56,0,1998,1
135,615000.0,2014-05-05 00:00:00,4.0,1.75,2300,11700,1.0,0,0,4,1960,340,1977,0,1480,31,31,0,1977,1
136,618500.0,2014-05-05 00:00:00,3.0,2.0,1800,5000,1.0,0,0,4,1080,720,1942,1982,2435,35,54,0,1982,1
137,487585.0,2014-05-05 00:00:00,4.0,1.75,2010,9211,1.0,0,0,3,1470,540,1977,2004,696,19,22,0,2004,1
138,509900.0,2014-05-05 00:00:00,3.0,2.5,1790,2700,2.0,0,0,3,1790,0,2010,0,3328,16,15,0,2010,1
139,631625.0,2014-05-05 00:00:00,4.0,2.5,2440,6651,2.0,0,0,3,2440,0,2014,0,4402,35,56,0,2014,1
140,555000.0,2014-05-05 00:00:00,3.0,2.5,1940,3211,2.0,0,0,3,1940,0,2009,0,3304,16,15,0,2009,1
141,340000.0,2014-05-05 00:00:00,2.0,1.5,1160,1438,2.0,0,0,3,1160,0,2001,0,669,35,64,0,2001,1
142,830000.0,2014-05-05 00:00:00,4.0,2.5,3400,9692,2.0,0,0,3,3400,0,2007,0,406,31,31,0,2007,1
143,890000.0,2014-05-05 00:00:00,4.0,4.25,4420,5750,2.0,0,0,3,3410,1010,2006,0,4227,16,15,0,2006,1
144,366750.0,2014-05-05 00:00:00,3.0,3.0,1571,2017,3.0,0,0,3,1571,0,2008,0,891,35,60,0,2008,1
145,415000.0,2014-05-05 00:00:00,3.0,2.25,1620,998,2.5,0,0,3,1540,80,2010,0,4421,16,17,0,2010,1
146,416286.0,2014-05-05 00:00:00,3.0,2.5,1408,989,3.0,0,0,3,1408,0,2005,0,4078,35,54,0,2005,1
147,478000.0,2014-05-05 00:00:00,3.0,2.5,3040,4535,2.0,0,0,3,3040,0,2007,0,1700,32,34,0,2007,1
148,890000.0,2014-05-05 00:00:00,5.0,3.5,4490,6000,2.0,0,0,3,3200,1290,2006,0,4092,16,15,0,2006,1
149,419190.0,2014-05-05 00:00:00,2.0,2.5,1590,1426,2.0,0,0,3,1590,0,2014,0,598,16,17,0,2014,1
150,712198.0,2014-05-05 00:00:00,4.0,2.5,2450,4247,2.0,0,0,3,2450,0,2013,1923,1313,31,31,0,1923,1
151,397000.0,2014-05-06 00:00:00,4.0,2.0,1440,7680,1.0,0,0,3,1200,240,1971,0,147,19,22,0,1971,1
152,450000.0,2014-05-06 00:00:00,2.0,2.0,1100,3000,1.5,0,0,3,1100,0,1912,2005,3144,35,56,0,2005,1
153,353000.0,2014-05-06 00:00:00,3.0,1.0,1350,7740,1.0,0,0,4,860,490,1947,1988,233,35,60,0,1988,1
154,609000.0,2014-05-06 00:00:00,4.0,2.5,2150,37981,2.0,0,0,3,2150,0,1985,0,1431,31,31,0,1985,1
155,234000.0,2014-05-06 00:00:00,3.0,1.75,1490,8366,1.0,0,0,4,1010,480,1975,0,2207,9,26,0,1975,1
156,561000.0,2014-05-06 00:00:00,3.0,2.0,2000,7000,2.0,0,0,3,2000,0,1916,1986,3769,35,63,0,1986,1
157,469000.0,2014-05-06 00:00:00,2.0,1.0,1030,4400,1.0,0,0,3,1030,0,1924,2011,2628,35,56,0,2011,1
158,329350.0,2014-05-06 00:00:00,2.0,1.0,720,6687,1.0,0,0,3,720,0,1942,1999,4469,35,56,0,1999,1
159,488000.0,2014-05-06 00:00:00,5.0,2.0,2020,5000,1.5,0,0,4,2020,0,1938,0,4333,35,56,0,1938,1
160,279900.0,2014-05-06 00:00:00,3.0,1.75,1580,8151,1.0,0,1,4,1100,480,1962,0,1184,10,73,0,1962,1
161,606000.0,2014-05-06 00:00:00,4.0,2.5,2110,13850,2.0,0,0,3,2110,0,1987,2000,2405,16,15,0,2000,1
162,312000.0,2014-05-06 00:00:00,4.0,2.0,1300,7054,1.0,0,0,3,1300,0,1950,2013,2449,35,65,0,2013,1
163,650000.0,2014-05-06 00:00:00,3.0,1.5,1630,7475,1.0,0,1,3,1160,470,1940,1996,3677,35,54,0,1996,1
164,1135000.0,2014-05-06 00:00:00,4.0,2.75,3370,8103,1.0,0,3,3,1970,1400,1970,2014,3054,35,63,0,2014,1
165,325000.0,2014-05-06 00:00:00,4.0,2.5,1890,6156,1.0,0,0,3,980,910,1980,0,3627,35,49,0,1980,1
166,425000.0,2014-05-06 00:00:00,4.0,2.0,1520,7983,1.0,0,0,5,1520,0,1967,0,961,15,22,0,1967,1
167,219000.0,2014-05-06 00:00:00,2.0,1.0,900,5160,1.0,0,0,3,900,0,1952,2008,4279,35,49,0,2008,1
168,250000.0,2014-05-06 00:00:00,3.0,1.0,1050,6874,1.0,0,0,3,1050,0,1954,2005,1466,36,62,0,2005,1
169,390000.0,2014-05-06 00:00:00,3.0,1.75,1260,6500,1.0,0,0,4,1260,0,1966,0,833,3,7,0,1966,1
170,475000.0,2014-05-06 00:00:00,6.0,3.0,3470,117612,1.5,0,0,3,3470,0,1924,2011,1541,17,16,0,2011,1
171,736000.0,2014-05-06 00:00:00,4.0,2.5,2290,12047,2.0,0,0,4,2290,0,1988,0,1361,3,5,0,1988,1
172,407000.0,2014-05-06 00:00:00,4.0,2.25,2810,23400,1.0,0,1,3,1710,1100,1958,2004,1957,10,73,0,2004,1
173,272000.0,2014-05-06 00:00:00,3.0,2.5,1650,13816,2.0,0,0,3,1650,0,1998,2006,2692,7,10,0,2006,1
174,362000.0,2014-05-06 00:00:00,3.0,2.25,1640,14374,1.0,0,0,4,1140,500,1963,0,1341,6,66,0,1963,1
175,535000.0,2014-05-06 00:00:00,3.0,2.5,1850,10109,2.0,0,0,3,1850,0,1991,0,4224,19,22,0,1991,1
176,284000.0,2014-05-06 00:00:00,4.0,2.5,2000,5390,2.0,0,0,3,2000,0,2003,0,2219,18,26,0,2003,1
177,367500.0,2014-05-06 00:00:00,3.0,1.5,1410,9647,1.0,0,0,3,1410,0,1961,2004,1420,36,70,0,2004,1
178,379900.0,2014-05-06 00:00:00,4.0,1.75,1500,11600,1.0,0,0,4,1000,500,1955,2009,983,17,16,0,2009,1
179,520000.0,2014-05-06 00:00:00,3.0,2.5,2460,54885,2.0,0,0,4,2460,0,1980,0,3572,32,37,0,1980,1
180,175000.0,2014-05-06 00:00:00,3.0,1.0,1010,7034,1.0,0,0,3,1010,0,1954,2005,1744,32,35,0,2005,1
181,460000.0,2014-05-06 00:00:00,2.0,2.25,1230,929,2.0,0,0,3,1020,210,2004,2003,3,35,53,0,2003,1
182,345000.0,2014-05-06 00:00:00,4.0,2.5,2331,3826,2.0,0,0,3,2331,0,2007,0,392,32,36,0,2007,1
183,455000.0,2014-05-06 00:00:00,5.0,2.5,2240,7770,1.0,0,0,3,1340,900,1978,0,577,19,22,0,1978,1
184,610000.0,2014-05-06 00:00:00,4.0,3.0,2450,10117,1.0,0,0,5,1580,870,1967,0,1076,3,5,0,1967,1
185,563000.0,2014-05-06 00:00:00,4.0,3.0,3100,15480,2.0,0,0,3,2400,700,1996,0,3984,17,16,0,1996,1
186,612500.0,2014-05-06 00:00:00,4.0,2.0,2060,5000,1.0,0,0,3,1030,1030,1949,2013,1301,35,56,0,2013,1
187,218000.0,2014-05-06 00:00:00,3.0,1.75,1850,7684,1.0,0,0,3,1320,530,1979,2014,2819,14,13,0,2014,1
188,404000.0,2014-05-06 00:00:00,4.0,1.75,1840,10720,1.0,0,0,3,960,880,1958,2004,1133,3,7,0,2004,1
189,860000.0,2014-05-06 00:00:00,4.0,2.0,3740,32417,2.0,0,0,3,3740,0,2000,0,2125,31,32,0,2000,1
190,136500.0,2014-05-06 00:00:00,3.0,1.5,1420,8580,1.0,0,0,3,1420,0,1962,2003,2762,14,13,0,2003,1
191,313950.0,2014-05-06 00:00:00,3.0,1.0,1510,6083,1.0,0,0,4,860,650,1940,2001,3159,35,54,0,2001,1
192,575000.0,2014-05-06 00:00:00,3.0,1.75,2130,6500,1.0,0,2,3,1170,960,1954,2005,1887,35,74,0,2005,1
193,1225000.0,2014-05-06 00:00:00,4.0,2.25,3490,6906,2.0,0,0,4,2280,1210,1928,0,2235,35,74,0,1928,1
194,280000.0,2014-05-06 00:00:00,3.0,1.75,1630,11800,1.0,0,0,4,1630,0,1971,0,554,27,27,0,1971,1
195,515000.0,2014-05-06 00:00:00,3.0,2.5,1790,7167,2.0,0,0,3,1790,0,1989,0,4370,33,42,0,1989,1
196,513000.0,2014-05-06 00:00:00,4.0,2.5,2000,5684,2.0,0,0,3,2000,0,1996,0,4344,17,16,0,1996,1
197,599000.0,2014-05-06 00:00:00,4.0,2.25,2260,29930,2.0,0,0,4,1400,860,1977,0,1136,3,5,0,1977,1
198,685000.0,2014-05-06 00:00:00,4.0,2.5,3030,7864,2.0,0,0,3,3030,0,1999,0,2090,33,42,0,1999,1
199,365000.0,2014-05-06 00:00:00,3.0,1.5,1310,8160,1.0,0,0,3,1310,0,1950,2005,764,35,62,0,2005,1
200,762300.0,2014-05-06 00:00:00,4.0,2.5,3880,14550,2.0,0,0,3,3880,0,1987,2000,1898,33,42,0,2000,1
201,1580000.0,2014-05-06 00:00:00,4.0,3.25,3760,10920,1.5,0,0,5,2400,1360,1950,0,3633,35,48,0,1950,1
